table_name,source_row_number,reason_code,reason_detail,payload,run_id
db_end,305370,duplicate_unique_key,"Duplicate row for unique keys ['cd', 'coddv', 'endereco', 'tipo']; kept last occurrence","{""cd"": 4, ""coddv"": 574112, ""descricao"": ""RESPIRON CLASSIC C/1"", ""endereco"": ""DB1 .050.051.775"", ""andar"": null, ""validade"": null, ""tipo"": ""SEP"", ""source_file"": ""BD_END.xlsx"", ""source_row_number"": 305370}",3368947a-4548-44ad-ac3d-4a252fca9eb4
db_end,306687,duplicate_unique_key,"Duplicate row for unique keys ['cd', 'coddv', 'endereco', 'tipo']; kept last occurrence","{""cd"": 4, ""coddv"": 582026, ""descricao"": ""JOELHEIRA ACTIMOVE PAT FECHAD TAM G"", ""endereco"": ""DB1 .050.051.777"", ""andar"": null, ""validade"": null, ""tipo"": ""SEP"", ""source_file"": ""BD_END.xlsx"", ""source_row_number"": 306687}",3368947a-4548-44ad-ac3d-4a252fca9eb4
db_end,310748,duplicate_unique_key,"Duplicate row for unique keys ['cd', 'coddv', 'endereco', 'tipo']; kept last occurrence","{""cd"": 4, ""coddv"": 608700, ""descricao"": ""BALANCA OMRON DIGITAL HBF226 LA"", ""endereco"": ""DB1 .050.051.797"", ""andar"": null, ""validade"": null, ""tipo"": ""SEP"", ""source_file"": ""BD_END.xlsx"", ""source_row_number"": 310748}",3368947a-4548-44ad-ac3d-4a252fca9eb4
db_end,311944,duplicate_unique_key,"Duplicate row for unique keys ['cd', 'coddv', 'endereco', 'tipo']; kept last occurrence","{""cd"": 4, ""coddv"": 615854, ""descricao"": ""DERMAGE SECATRIZ LAPIS SECATIVO0,3G"", ""endereco"": ""DB1 .050.051.799"", ""andar"": null, ""validade"": null, ""tipo"": ""SEP"", ""source_file"": ""BD_END.xlsx"", ""source_row_number"": 311944}",3368947a-4548-44ad-ac3d-4a252fca9eb4
db_end,319653,duplicate_unique_key,"Duplicate row for unique keys ['cd', 'coddv', 'endereco', 'tipo']; kept last occurrence","{""cd"": 4, ""coddv"": 754811, ""descricao"": ""ESM COLOR MANA DO CEU 8ML NU"", ""endereco"": ""DB1 .050.051.837"", ""andar"": null, ""validade"": null, ""tipo"": ""SEP"", ""source_file"": ""BD_END.xlsx"", ""source_row_number"": 319653}",3368947a-4548-44ad-ac3d-4a252fca9eb4
db_end,325655,duplicate_unique_key,"Duplicate row for unique keys ['cd', 'coddv', 'endereco', 'tipo']; kept last occurrence","{""cd"": 4, ""coddv"": 783293, ""descricao"": ""MONIT PRESSAO OMRON DIG BRC HEM7530"", ""endereco"": ""DB1 .050.051.788"", ""andar"": null, ""validade"": null, ""tipo"": ""SEP"", ""source_file"": ""BD_END.xlsx"", ""source_row_number"": 325655}",3368947a-4548-44ad-ac3d-4a252fca9eb4
db_end,328487,duplicate_unique_key,"Duplicate row for unique keys ['cd', 'coddv', 'endereco', 'tipo']; kept last occurrence","{""cd"": 4, ""coddv"": 795690, ""descricao"": ""SAB LUX ORQUIDEA NEGRA BOTANIC 125G"", ""endereco"": ""DB1 .050.051.805"", ""andar"": null, ""validade"": null, ""tipo"": ""SEP"", ""source_file"": ""BD_END.xlsx"", ""source_row_number"": 328487}",3368947a-4548-44ad-ac3d-4a252fca9eb4
db_end,329710,duplicate_unique_key,"Duplicate row for unique keys ['cd', 'coddv', 'endereco', 'tipo']; kept last occurrence","{""cd"": 4, ""coddv"": 801100, ""descricao"": ""SAND HAV DUAL BRANC CINZ GELO 39/40"", ""endereco"": ""DB1 .050.051.785"", ""andar"": null, ""validade"": null, ""tipo"": ""SEP"", ""source_file"": ""BD_END.xlsx"", ""source_row_number"": 329710}",3368947a-4548-44ad-ac3d-4a252fca9eb4
db_end,329714,duplicate_unique_key,"Duplicate row for unique keys ['cd', 'coddv', 'endereco', 'tipo']; kept last occurrence","{""cd"": 4, ""coddv"": 801119, ""descricao"": ""SAND HAV BRASIL BRANCO 33/34"", ""endereco"": ""DB1 .050.051.778"", ""andar"": null, ""validade"": null, ""tipo"": ""SEP"", ""source_file"": ""BD_END.xlsx"", ""source_row_number"": 329714}",3368947a-4548-44ad-ac3d-4a252fca9eb4
db_end,329733,duplicate_unique_key,"Duplicate row for unique keys ['cd', 'coddv', 'endereco', 'tipo']; kept last occurrence","{""cd"": 4, ""coddv"": 801178, ""descricao"": ""SAND HAV BRASIL AZUL NAVAL 43/44"", ""endereco"": ""DB1 .050.051.835"", ""andar"": null, ""validade"": null, ""tipo"": ""SEP"", ""source_file"": ""BD_END.xlsx"", ""source_row_number"": 329733}",3368947a-4548-44ad-ac3d-4a252fca9eb4
db_end,598923,duplicate_unique_key,"Duplicate row for unique keys ['cd', 'coddv', 'endereco', 'tipo']; kept last occurrence","{""cd"": 9, ""coddv"": 818038, ""descricao"": ""EPISOL AQUOSA ILUM GLOW FPS60 40ML"", ""endereco"": ""DM1 .005.004.003"", ""andar"": null, ""validade"": null, ""tipo"": ""SEP"", ""source_file"": ""BD_END.xlsx"", ""source_row_number"": 598923}",3368947a-4548-44ad-ac3d-4a252fca9eb4
