table_name,source_row_number,reason_code,reason_detail,payload,run_id
db_rotas,841,required_null,Required columns null: cd,"{""cd"": null, ""filial"": 849, ""uf"": ""GO"", ""nome"": ""GNS01-Goianesia-GO"", ""rota"": ""ROTA 218"", ""source_file"": ""BD_ROTAS.xlsx"", ""source_row_number"": 841}",8d684837-8adc-47f0-9dfa-c1cb41e994a1
db_rotas,847,required_null,Required columns null: cd,"{""cd"": null, ""filial"": 855, ""uf"": ""DF"", ""nome"": ""BRA09-LagoSul-DF"", ""rota"": ""ROTA 217-LOJA NOVA"", ""source_file"": ""BD_ROTAS.xlsx"", ""source_row_number"": 847}",8d684837-8adc-47f0-9dfa-c1cb41e994a1
db_rotas,850,required_null,Required columns null: cd,"{""cd"": null, ""filial"": 858, ""uf"": ""GO"", ""nome"": ""NGM01-NovoGama-GO"", ""rota"": ""ROTA 217-LOJA NOVA"", ""source_file"": ""BD_ROTAS.xlsx"", ""source_row_number"": 850}",8d684837-8adc-47f0-9dfa-c1cb41e994a1
db_rotas,857,required_null,Required columns null: cd,"{""cd"": null, ""filial"": 865, ""uf"": ""CE"", ""nome"": ""ICO01-Ico-CE#"", ""rota"": ""ROTA 009-SERGIPE"", ""source_file"": ""BD_ROTAS.xlsx"", ""source_row_number"": 857}",8d684837-8adc-47f0-9dfa-c1cb41e994a1
db_rotas,867,required_null,Required columns null: cd,"{""cd"": null, ""filial"": 877, ""uf"": ""CE"", ""nome"": ""TUA01-Taua-CE#"", ""rota"": ""ROTA 009-SERGIPE"", ""source_file"": ""BD_ROTAS.xlsx"", ""source_row_number"": 867}",8d684837-8adc-47f0-9dfa-c1cb41e994a1
db_rotas,936,required_null,Required columns null: cd,"{""cd"": null, ""filial"": 946, ""uf"": ""ES"", ""nome"": ""CAR02-CampoGrande-ES"", ""rota"": ""ROTA 213-DISTRITO FEDERAL-DF"", ""source_file"": ""BD_ROTAS.xlsx"", ""source_row_number"": 936}",8d684837-8adc-47f0-9dfa-c1cb41e994a1
db_rotas,948,required_null,Required columns null: cd,"{""cd"": null, ""filial"": 958, ""uf"": ""CE"", ""nome"": ""ACO01-Acopiara-CE"", ""rota"": ""ROTA 009-SERGIPE"", ""source_file"": ""BD_ROTAS.xlsx"", ""source_row_number"": 948}",8d684837-8adc-47f0-9dfa-c1cb41e994a1
db_rotas,962,required_null,Required columns null: cd,"{""cd"": null, ""filial"": 973, ""uf"": ""GO"", ""nome"": ""CRT01-Cristalina1-GO"", ""rota"": ""ROTA 218"", ""source_file"": ""BD_ROTAS.xlsx"", ""source_row_number"": 962}",8d684837-8adc-47f0-9dfa-c1cb41e994a1
db_rotas,965,required_null,Required columns null: cd,"{""cd"": null, ""filial"": 976, ""uf"": ""BA"", ""nome"": ""SAL31-VascoGama-BA"", ""rota"": ""ROTA 414 - SALVADOR"", ""source_file"": ""BD_ROTAS.xlsx"", ""source_row_number"": 965}",8d684837-8adc-47f0-9dfa-c1cb41e994a1
db_rotas,975,required_null,Required columns null: cd,"{""cd"": null, ""filial"": 986, ""uf"": ""RS"", ""nome"": ""GVT01-Gravatai-RS"", ""rota"": ""ROTA 213-DISTRITO FEDERAL-DF"", ""source_file"": ""BD_ROTAS.xlsx"", ""source_row_number"": 975}",8d684837-8adc-47f0-9dfa-c1cb41e994a1
