table_name,source_row_number,reason_code,reason_detail,payload,run_id
db_div_blitz,35,duplicate_unique_key,"Duplicate row for unique keys ['cd', 'pedido', 'seq', 'filial', 'coddv']; kept last occurrence","{""cd"": 2, ""pedido"": 2026082, ""seq"": 2, ""filial"": 1025, ""coddv"": 634514, ""descricao"": ""FD MAMYPOKO CALCA SUPSECGIGA XXG/44"", ""qtd_nfo"": 1, ""conf"": 0, ""vl_div"": 65.25, ""conferente"": 120743, ""data_conf"": ""2026-03-24"", ""qtd_venc"": 0, ""caixa"": ""92-2"", ""endereco"": ""FDUN.001.001.030"", ""zona"": ""FDUN"", ""source_file"": ""DB_BLITZ.xlsx"", ""source_row_number"": 35}",382c2055-34fe-4980-a7f6-5fa72be0aba1
db_div_blitz,153,duplicate_unique_key,"Duplicate row for unique keys ['cd', 'pedido', 'seq', 'filial', 'coddv']; kept last occurrence","{""cd"": 2, ""pedido"": 2026078, ""seq"": 2, ""filial"": 1089, ""coddv"": 754323, ""descricao"": ""DORFLEX DIP 1G CPD/10"", ""qtd_nfo"": 21, ""conf"": 20, ""vl_div"": 5.82, ""conferente"": 135208, ""data_conf"": ""2026-03-20"", ""qtd_venc"": 0, ""caixa"": ""41-8"", ""endereco"": ""M302.007.005.003"", ""zona"": ""M302"", ""source_file"": ""DB_BLITZ.xlsx"", ""source_row_number"": 153}",382c2055-34fe-4980-a7f6-5fa72be0aba1
db_div_blitz,290,duplicate_unique_key,"Duplicate row for unique keys ['cd', 'pedido', 'seq', 'filial', 'coddv']; kept last occurrence","{""cd"": 8, ""pedido"": 2026075, ""seq"": 8, ""filial"": 7446, ""coddv"": 300144, ""descricao"": ""SHP PANTENE HIDRATACAO 400ML"", ""qtd_nfo"": 0, ""conf"": 1, ""vl_div"": 22.08, ""conferente"": 70215887, ""data_conf"": ""2026-03-16"", ""qtd_venc"": 0, ""caixa"": ""15-9"", ""endereco"": ""NM39.002.002.002"", ""zona"": ""NM39"", ""source_file"": ""DB_BLITZ.xlsx"", ""source_row_number"": 290}",382c2055-34fe-4980-a7f6-5fa72be0aba1
db_div_blitz,332,duplicate_unique_key,"Duplicate row for unique keys ['cd', 'pedido', 'seq', 'filial', 'coddv']; kept last occurrence","{""cd"": 1, ""pedido"": 2026072, ""seq"": 1, ""filial"": 1487, ""coddv"": 615188, ""descricao"": ""ESM RISQUE CHIK POP 8ML NU"", ""qtd_nfo"": 0, ""conf"": 1, ""vl_div"": 4.14, ""conferente"": 143222, ""data_conf"": ""2026-03-16"", ""qtd_venc"": 0, ""caixa"": ""48-5"", ""endereco"": ""M17 .001.002.006"", ""zona"": ""M17"", ""source_file"": ""DB_BLITZ.xlsx"", ""source_row_number"": 332}",382c2055-34fe-4980-a7f6-5fa72be0aba1
db_div_blitz,480,duplicate_unique_key,"Duplicate row for unique keys ['cd', 'pedido', 'seq', 'filial', 'coddv']; kept last occurrence","{""cd"": 5, ""pedido"": 2026070, ""seq"": 5, ""filial"": 879, ""coddv"": 399060, ""descricao"": ""OLEO CAP ELSEVE EXTRAORDINARIO100ML"", ""qtd_nfo"": 6, ""conf"": 12, ""vl_div"": 227.46, ""conferente"": 123673, ""data_conf"": ""2026-03-12"", ""qtd_venc"": 0, ""caixa"": ""4-3"", ""endereco"": ""NM2 .027.003.001"", ""zona"": ""NM2"", ""source_file"": ""DB_BLITZ.xlsx"", ""source_row_number"": 480}",382c2055-34fe-4980-a7f6-5fa72be0aba1
db_div_blitz,1054,duplicate_unique_key,"Duplicate row for unique keys ['cd', 'pedido', 'seq', 'filial', 'coddv']; kept last occurrence","{""cd"": 1, ""pedido"": 2026057, ""seq"": 1, ""filial"": 1367, ""coddv"": 496227, ""descricao"": ""ORLISTATE 120MG CAPS/60 GN-GERMED"", ""qtd_nfo"": 0, ""conf"": 1, ""vl_div"": 72.4, ""conferente"": 26888, ""data_conf"": ""2026-02-27"", ""qtd_venc"": 0, ""caixa"": ""28-0"", ""endereco"": ""M40 .005.003.003"", ""zona"": ""M40"", ""source_file"": ""DB_BLITZ.xlsx"", ""source_row_number"": 1054}",382c2055-34fe-4980-a7f6-5fa72be0aba1
db_div_blitz,1165,duplicate_unique_key,"Duplicate row for unique keys ['cd', 'pedido', 'seq', 'filial', 'coddv']; kept last occurrence","{""cd"": 2, ""pedido"": 2026055, ""seq"": 2, ""filial"": 308, ""coddv"": 754218, ""descricao"": ""BEB PROT PIRAC 15G WHEY CHOCO 250ML"", ""qtd_nfo"": 0, ""conf"": 12, ""vl_div"": 61.44, ""conferente"": 135208, ""data_conf"": ""2026-02-25"", ""qtd_venc"": 0, ""caixa"": ""3-5"", ""endereco"": ""AL1 .003.003.003"", ""zona"": ""AL1"", ""source_file"": ""DB_BLITZ.xlsx"", ""source_row_number"": 1165}",382c2055-34fe-4980-a7f6-5fa72be0aba1
db_div_blitz,1166,duplicate_unique_key,"Duplicate row for unique keys ['cd', 'pedido', 'seq', 'filial', 'coddv']; kept last occurrence","{""cd"": 2, ""pedido"": 2026055, ""seq"": 2, ""filial"": 308, ""coddv"": 754218, ""descricao"": ""BEB PROT PIRAC 15G WHEY CHOCO 250ML"", ""qtd_nfo"": 0, ""conf"": 12, ""vl_div"": 61.44, ""conferente"": 135208, ""data_conf"": ""2026-02-25"", ""qtd_venc"": 0, ""caixa"": ""5-1"", ""endereco"": ""AL1 .003.003.003"", ""zona"": ""AL1"", ""source_file"": ""DB_BLITZ.xlsx"", ""source_row_number"": 1166}",382c2055-34fe-4980-a7f6-5fa72be0aba1
db_div_blitz,1168,duplicate_unique_key,"Duplicate row for unique keys ['cd', 'pedido', 'seq', 'filial', 'coddv']; kept last occurrence","{""cd"": 2, ""pedido"": 2026055, ""seq"": 2, ""filial"": 308, ""coddv"": 759376, ""descricao"": ""BEB PROT PIRAC 15G WHEY MORAN 250ML"", ""qtd_nfo"": 12, ""conf"": 0, ""vl_div"": 61.44, ""conferente"": 135208, ""data_conf"": ""2026-02-25"", ""qtd_venc"": 0, ""caixa"": ""3-5"", ""endereco"": ""AL1 .022.003.001"", ""zona"": ""AL1"", ""source_file"": ""DB_BLITZ.xlsx"", ""source_row_number"": 1168}",382c2055-34fe-4980-a7f6-5fa72be0aba1
db_div_blitz,1169,duplicate_unique_key,"Duplicate row for unique keys ['cd', 'pedido', 'seq', 'filial', 'coddv']; kept last occurrence","{""cd"": 2, ""pedido"": 2026055, ""seq"": 2, ""filial"": 308, ""coddv"": 759376, ""descricao"": ""BEB PROT PIRAC 15G WHEY MORAN 250ML"", ""qtd_nfo"": 12, ""conf"": 0, ""vl_div"": 61.44, ""conferente"": 135208, ""data_conf"": ""2026-02-25"", ""qtd_venc"": 0, ""caixa"": ""4-3"", ""endereco"": ""AL1 .022.003.001"", ""zona"": ""AL1"", ""source_file"": ""DB_BLITZ.xlsx"", ""source_row_number"": 1169}",382c2055-34fe-4980-a7f6-5fa72be0aba1
